SPECIALISTES,DEPARTEMENT,DEPASSEMENTS (euros)
Neurochirurgie,Alpes-Hte-Provence,0.0
Neurochirurgie,Hautes-Alpes,0.0
Neurochirurgie,Ardeche,0.0
Neurochirurgie,Ardennes,0.0
Neurochirurgie,Ariege,0.0
Neurochirurgie,Aube,0.0
Neurochirurgie,Aude,0.0
Neurochirurgie,Aveyron,0.0
Neurochirurgie,Bouches-du-Rhone,1393631.0
Neurochirurgie,Cantal,0.0
Neurochirurgie,Charente-Maritime,0.0
Neurochirurgie,Cher,0.0
Neurochirurgie,Correze,0.0
Neurochirurgie,Cotes-d,0.0
Neurochirurgie,Creuse,0.0
Neurochirurgie,Dordogne,0.0
Neurochirurgie,Drome,0.0
Neurochirurgie,Eure,0.0
Neurochirurgie,Eure-et-Loir,0.0
Neurochirurgie,Gers,0.0
Neurochirurgie,Indre,0.0
Neurochirurgie,Jura,0.0
Neurochirurgie,Landes,0.0
Neurochirurgie,Loir-et-Cher,0.0
Neurochirurgie,Haute-Loire,0.0
Neurochirurgie,Lot,0.0
Neurochirurgie,Lot-et-Garonne,0.0
Neurochirurgie,Lozere,0.0
Neurochirurgie,Manche,0.0
Neurochirurgie,Haute-Marne,0.0
Neurochirurgie,Mayenne,0.0
Neurochirurgie,Meuse,0.0
Neurochirurgie,Moselle,0.0
Neurochirurgie,Nievre,0.0
Neurochirurgie,Oise,0.0
Neurochirurgie,Orne,0.0
Neurochirurgie,Hautes-Pyrenees,0.0
Neurochirurgie,Haute-Saone,0.0
Neurochirurgie,Paris ,3683621.0
Neurochirurgie,Deux-Sevres,0.0
Neurochirurgie,Tarn,0.0
Neurochirurgie,Tarn-et-Garonne,0.0
Neurochirurgie,Vaucluse,0.0
Neurochirurgie,Vendee,0.0
Neurochirurgie,Vosges,0.0
Neurochirurgie,Terr,0.0
Neurochirurgie,Essonne,0.0
Neurochirurgie,Seine-St-Denis,0.0
Neurochirurgie,Guyane,0.0
Neurochirurgie,Mayotte,0.0
Chirurgie urologique,Alpes-Maritimes,4311696.0
Chirurgie urologique,Ariege,0.0
Chirurgie urologique,Bouches-du-Rhone,1712262.0
Chirurgie urologique,Charente-Maritime,453179.0
Chirurgie urologique,Doubs,598685.0
Chirurgie urologique,Gard,489053.0
Chirurgie urologique,Haute-Garonne,903743.0
Chirurgie urologique,Gironde,3902147.0
Chirurgie urologique,Herault,715765.0
Chirurgie urologique,Ille-et-Vilaine,627966.0
Chirurgie urologique,Indre-et-Loire,586132.0
Chirurgie urologique,Isere,1982449.0
Chirurgie urologique,Loire-Atlantique,1327541.0
Chirurgie urologique,Maine-et-Loire,858183.0
Chirurgie urologique,Moselle,824484.0
Chirurgie urologique,Nord,2973846.0
Chirurgie urologique,Pas-de-Calais,1208229.0
Chirurgie urologique,Puy-de-Dome,1037492.0
Chirurgie urologique,Pyrenees-Atlantiques,1744037.0
Chirurgie urologique,Bas-Rhin,1442909.0
Chirurgie urologique,Rhone,7429373.0
Chirurgie urologique,Haute-Savoie,735590.0
Chirurgie urologique,Paris ,8320265.0
Chirurgie urologique,Seine-Maritime,926991.0
Chirurgie urologique,Seine-et-Marne,1286787.0
Chirurgie urologique,Yvelines,2138572.0
Chirurgie urologique,Var,1636887.0
Chirurgie urologique,Haute-Vienne,539294.0
Chirurgie urologique,Essonne,1453154.0
Chirurgie urologique,Hauts-de-Seine,2055636.0
Chirurgie urologique,Seine-St-Denis,1455393.0
Chirurgie urologique,Val-de-Marne,2111691.0
Chirurgie urologique,Val-d,1227902.0
Chirurgie urologique,Guyane,0.0
Chirurgie urologique,Mayotte,0.0
Chirurgie orthopedique et traumatologie,Aisne,522549.0
Chirurgie orthopedique et traumatologie,Allier,717015.0
Chirurgie orthopedique et traumatologie,Alpes-Maritimes,8606469.0
Chirurgie orthopedique et traumatologie,Ardeche,1216052.0
Chirurgie orthopedique et traumatologie,Aube,1979246.0
Chirurgie orthopedique et traumatologie,Bouches-du-Rhone,8387054.0
Chirurgie orthopedique et traumatologie,Calvados,1790139.0
Chirurgie orthopedique et traumatologie,Charente,874877.0
Chirurgie orthopedique et traumatologie,Charente-Maritime,1514757.0
Chirurgie orthopedique et traumatologie,Cote-d,3904004.0
Chirurgie orthopedique et traumatologie,Cotes-d,389423.0
Chirurgie orthopedique et traumatologie,Dordogne,906968.0
Chirurgie orthopedique et traumatologie,Doubs,1926691.0
Chirurgie orthopedique et traumatologie,Drome,1222684.0
Chirurgie orthopedique et traumatologie,Finistere,954092.0
Chirurgie orthopedique et traumatologie,Gard,2715297.0
Chirurgie orthopedique et traumatologie,Haute-Garonne,7539486.0
Chirurgie orthopedique et traumatologie,Gironde,11475946.0
Chirurgie orthopedique et traumatologie,Herault,7881647.0
Chirurgie orthopedique et traumatologie,Ille-et-Vilaine,2546595.0
Chirurgie orthopedique et traumatologie,Indre-et-Loire,2401417.0
Chirurgie orthopedique et traumatologie,Isere,5602947.0
Chirurgie orthopedique et traumatologie,Landes,1078325.0
Chirurgie orthopedique et traumatologie,Loire,2158096.0
Chirurgie orthopedique et traumatologie,Loire-Atlantique,3720995.0
Chirurgie orthopedique et traumatologie,Loiret,3016282.0
Chirurgie orthopedique et traumatologie,Lot-et-Garonne,503061.0
Chirurgie orthopedique et traumatologie,Maine-et-Loire,3212190.0
Chirurgie orthopedique et traumatologie,Manche,515089.0
Chirurgie orthopedique et traumatologie,Marne,2411294.0
Chirurgie orthopedique et traumatologie,Meurthe-et-Moselle,4172952.0
Chirurgie orthopedique et traumatologie,Morbihan,494607.0
Chirurgie orthopedique et traumatologie,Moselle,1743576.0
Chirurgie orthopedique et traumatologie,Nord,8552197.0
Chirurgie orthopedique et traumatologie,Oise,1612597.0
Chirurgie orthopedique et traumatologie,Pas-de-Calais,3609395.0
Chirurgie orthopedique et traumatologie,Puy-de-Dome,2123789.0
Chirurgie orthopedique et traumatologie,Pyrenees-Atlantiques,3580130.0
Chirurgie orthopedique et traumatologie,Pyrenees-Orientales,714653.0
Chirurgie orthopedique et traumatologie,Bas-Rhin,6513183.0
Chirurgie orthopedique et traumatologie,Haut-Rhin,2574270.0
Chirurgie orthopedique et traumatologie,Rhone,23216682.0
Chirurgie orthopedique et traumatologie,Saone-et-Loire,3605250.0
Chirurgie orthopedique et traumatologie,Sarthe,2175858.0
Chirurgie orthopedique et traumatologie,Savoie,2089060.0
Chirurgie orthopedique et traumatologie,Haute-Savoie,3030720.0
Chirurgie orthopedique et traumatologie,Paris ,41579525.0
Chirurgie orthopedique et traumatologie,Seine-Maritime,3872282.0
Chirurgie orthopedique et traumatologie,Seine-et-Marne,4616437.0
Chirurgie orthopedique et traumatologie,Yvelines,6968091.0
Chirurgie orthopedique et traumatologie,Somme,1175767.0
Chirurgie orthopedique et traumatologie,Tarn,764918.0
Chirurgie orthopedique et traumatologie,Var,3878423.0
Chirurgie orthopedique et traumatologie,Vaucluse,2948705.0
Chirurgie orthopedique et traumatologie,Vendee,581671.0
Chirurgie orthopedique et traumatologie,Vienne,569800.0
Chirurgie orthopedique et traumatologie,Haute-Vienne,1007318.0
Chirurgie orthopedique et traumatologie,Essonne,5166265.0
Chirurgie orthopedique et traumatologie,Hauts-de-Seine,5819357.0
Chirurgie orthopedique et traumatologie,Seine-St-Denis,2443601.0
Chirurgie orthopedique et traumatologie,Val-de-Marne,2962055.0
Chirurgie orthopedique et traumatologie,Val-d,3383364.0
Chirurgie orthopedique et traumatologie,Martinique,782333.0
Chirurgie orthopedique et traumatologie,Reunion,556784.0
Chirurgie orthopedique et traumatologie,Mayotte,0.0
Dermato-venereologie,Ain,360704.0
Dermato-venereologie,Aisne,78420.0
Dermato-venereologie,Alpes-Maritimes,3500756.0
Dermato-venereologie,Ardeche,145210.0
Dermato-venereologie,Aude,312083.0
Dermato-venereologie,Bouches-du-Rhone,3662432.0
Dermato-venereologie,Calvados,1204290.0
Dermato-venereologie,Charente,71182.0
Dermato-venereologie,Charente-Maritime,368388.0
Dermato-venereologie,Cote-d,811075.0
Dermato-venereologie,Cotes-d,34344.0
Dermato-venereologie,Dordogne,285461.0
Dermato-venereologie,Doubs,673561.0
Dermato-venereologie,Drome,315332.0
Dermato-venereologie,Eure,555223.0
Dermato-venereologie,Finistere,357243.0
Dermato-venereologie,Gard,1126152.0
Dermato-venereologie,Haute-Garonne,303917.0
Dermato-venereologie,Gironde,1481817.0
Dermato-venereologie,Herault,804368.0
Dermato-venereologie,Ille-et-Vilaine,622440.0
Dermato-venereologie,Indre-et-Loire,376523.0
Dermato-venereologie,Isere,1663593.0
Dermato-venereologie,Landes,342717.0
Dermato-venereologie,Loire,1010466.0
Dermato-venereologie,Loire-Atlantique,796752.0
Dermato-venereologie,Loiret,831129.0
Dermato-venereologie,Maine-et-Loire,181749.0
Dermato-venereologie,Manche,50835.0
Dermato-venereologie,Marne,828110.0
Dermato-venereologie,Meurthe-et-Moselle,575616.0
Dermato-venereologie,Morbihan,130550.0
Dermato-venereologie,Moselle,731864.0
Dermato-venereologie,Nord,2310254.0
Dermato-venereologie,Oise,532758.0
Dermato-venereologie,Pas-de-Calais,900431.0
Dermato-venereologie,Puy-de-Dome,462548.0
Dermato-venereologie,Pyrenees-Atlantiques,415040.0
Dermato-venereologie,Pyrenees-Orientales,72315.0
Dermato-venereologie,Bas-Rhin,2285739.0
Dermato-venereologie,Haut-Rhin,1343473.0
Dermato-venereologie,Rhone,5407225.0
Dermato-venereologie,Saone-et-Loire,472560.0
Dermato-venereologie,Sarthe,162770.0
Dermato-venereologie,Savoie,144900.0
Dermato-venereologie,Haute-Savoie,1378060.0
Dermato-venereologie,Paris ,22343524.0
Dermato-venereologie,Seine-Maritime,816079.0
Dermato-venereologie,Seine-et-Marne,2567139.0
Dermato-venereologie,Yvelines,5329808.0
Dermato-venereologie,Somme,798057.0
Dermato-venereologie,Tarn,19587.0
Dermato-venereologie,Var,2000269.0
Dermato-venereologie,Vaucluse,805862.0
Dermato-venereologie,Vendee,112342.0
Dermato-venereologie,Vienne,274286.0
Dermato-venereologie,Haute-Vienne,372048.0
Dermato-venereologie,Essonne,2695847.0
Dermato-venereologie,Hauts-de-Seine,7464446.0
Dermato-venereologie,Seine-St-Denis,1795994.0
Dermato-venereologie,Val-de-Marne,3107948.0
Dermato-venereologie,Val-d,2653076.0
Dermato-venereologie,Guadeloupe,352429.0
Dermato-venereologie,Reunion,128061.0
Dermato-venereologie,Mayotte,0.0
Medecine nucleaire,Ain,0.0
Medecine nucleaire,Allier,2.0
Medecine nucleaire,Alpes-Hte-Provence,0.0
Medecine nucleaire,Hautes-Alpes,0.0
Medecine nucleaire,Ardeche,0.0
Medecine nucleaire,Ariege,0.0
Medecine nucleaire,Aude,0.0
Medecine nucleaire,Bouches-du-Rhone,3651.0
Medecine nucleaire,Creuse,0.0
Medecine nucleaire,Gers,0.0
Medecine nucleaire,Jura,0.0
Medecine nucleaire,Landes,0.0
Medecine nucleaire,Haute-Loire,0.0
Medecine nucleaire,Lot,0.0
Medecine nucleaire,Lozere,0.0
Medecine nucleaire,Mayenne,0.0
Medecine nucleaire,Meuse,0.0
Medecine nucleaire,Nord,416.0
Medecine nucleaire,Orne,0.0
Medecine nucleaire,Hautes-Pyrenees,0.0
Medecine nucleaire,Pyrenees-Orientales,0.0
Medecine nucleaire,Rhone,1197.0
Medecine nucleaire,Deux-Sevres,0.0
Medecine nucleaire,Tarn,0.0
Medecine nucleaire,Tarn-et-Garonne,0.0
Medecine nucleaire,Terr,0.0
Medecine nucleaire,Hauts-de-Seine,467529.0
Medecine nucleaire,Val-d,3014.0
Medecine nucleaire,Guyane,0.0
Medecine nucleaire,Mayotte,0.0
Oncologie radiotherapique,Allier,0.0
Oncologie radiotherapique,Alpes-Hte-Provence,0.0
Oncologie radiotherapique,Hautes-Alpes,0.0
Oncologie radiotherapique,Ardeche,0.0
Oncologie radiotherapique,Ariege,0.0
Oncologie radiotherapique,Aude,0.0
Oncologie radiotherapique,Aveyron,0.0
Oncologie radiotherapique,Correze,0.0
Oncologie radiotherapique,Creuse,0.0
Oncologie radiotherapique,Gers,0.0
Oncologie radiotherapique,Indre,0.0
Oncologie radiotherapique,Jura,0.0
Oncologie radiotherapique,Haute-Loire,0.0
Oncologie radiotherapique,Lot,0.0
Oncologie radiotherapique,Lozere,0.0
Oncologie radiotherapique,Maine-et-Loire,0.0
Oncologie radiotherapique,Manche,0.0
Oncologie radiotherapique,Meuse,0.0
Oncologie radiotherapique,Nievre,0.0
Oncologie radiotherapique,Nord,223638.0
Oncologie radiotherapique,Oise,0.0
Oncologie radiotherapique,Orne,0.0
Oncologie radiotherapique,Haute-Saone,0.0
Oncologie radiotherapique,Yvelines,0.0
Oncologie radiotherapique,Tarn-et-Garonne,0.0
Oncologie radiotherapique,Vosges,0.0
Oncologie radiotherapique,Yonne,0.0
Oncologie radiotherapique,Terr,0.0
Oncologie radiotherapique,Hauts-de-Seine,4038469.0
Oncologie radiotherapique,Martinique,0.0
Oncologie radiotherapique,Guyane,0.0
Oncologie radiotherapique,Mayotte,0.0
Radiotherapie,Alpes-Hte-Provence,0.0
Radiotherapie,Ardeche,0.0
Radiotherapie,Ariege,0.0
Radiotherapie,Calvados,4745.0
Radiotherapie,Cantal,0.0
Radiotherapie,Cote-d,0.0
Radiotherapie,Cotes-d,0.0
Radiotherapie,Creuse,0.0
Radiotherapie,Dordogne,0.0
Radiotherapie,Gers,0.0
Radiotherapie,Ille-et-Vilaine,0.0
Radiotherapie,Indre,0.0
Radiotherapie,Indre-et-Loire,0.0
Radiotherapie,Isere,0.0
Radiotherapie,Jura,0.0
Radiotherapie,Loir-et-Cher,0.0
Radiotherapie,Loire,0.0
Radiotherapie,Haute-Loire,0.0
Radiotherapie,Lot,0.0
Radiotherapie,Lot-et-Garonne,0.0
Radiotherapie,Lozere,0.0
Radiotherapie,Maine-et-Loire,0.0
Radiotherapie,Marne,0.0
Radiotherapie,Haute-Marne,0.0
Radiotherapie,Mayenne,0.0
Radiotherapie,Meuse,0.0
Radiotherapie,Orne,0.0
Radiotherapie,Pyrenees-Atlantiques,0.0
Radiotherapie,Hautes-Pyrenees,0.0
Radiotherapie,Pyrenees-Orientales,4242.0
Radiotherapie,Haute-Saone,0.0
Radiotherapie,Saone-et-Loire,0.0
Radiotherapie,Seine-Maritime,0.0
Radiotherapie,Yvelines,0.0
Radiotherapie,Var,0.0
Radiotherapie,Vienne,0.0
Radiotherapie,Haute-Vienne,476.0
Radiotherapie,Vosges,0.0
Radiotherapie,Terr,0.0
Radiotherapie,Hauts-de-Seine,884516.0
Radiotherapie,Guadeloupe,0.0
Radiotherapie,Martinique,0.0
Radiotherapie,Guyane,0.0
Radiotherapie,Mayotte,0.0
Radiodiagnostic et imagerie medicale,Ain,1163771.0
Radiodiagnostic et imagerie medicale,Aisne,30331.0
Radiodiagnostic et imagerie medicale,Allier,24814.0
Radiodiagnostic et imagerie medicale,Alpes-Hte-Provence,16528.0
Radiodiagnostic et imagerie medicale,Hautes-Alpes,15391.0
Radiodiagnostic et imagerie medicale,Alpes-Maritimes,986904.0
Radiodiagnostic et imagerie medicale,Ardeche,14637.0
Radiodiagnostic et imagerie medicale,Ardennes,17410.0
Radiodiagnostic et imagerie medicale,Aube,21063.0
Radiodiagnostic et imagerie medicale,Aude,54748.0
Radiodiagnostic et imagerie medicale,Aveyron,13114.0
Radiodiagnostic et imagerie medicale,Bouches-du-Rhone,275061.0
Radiodiagnostic et imagerie medicale,Calvados,83854.0
Radiodiagnostic et imagerie medicale,Charente,46685.0
Radiodiagnostic et imagerie medicale,Charente-Maritime,97168.0
Radiodiagnostic et imagerie medicale,Cher,543304.0
Radiodiagnostic et imagerie medicale,Correze,67847.0
Radiodiagnostic et imagerie medicale,Cote-d,225071.0
Radiodiagnostic et imagerie medicale,Cotes-d,27969.0
Radiodiagnostic et imagerie medicale,Dordogne,59485.0
Radiodiagnostic et imagerie medicale,Doubs,47367.0
Radiodiagnostic et imagerie medicale,Drome,52440.0
Radiodiagnostic et imagerie medicale,Eure,325585.0
Radiodiagnostic et imagerie medicale,Eure-et-Loir,58347.0
Radiodiagnostic et imagerie medicale,Finistere,53492.0
Radiodiagnostic et imagerie medicale,Gard,89385.0
Radiodiagnostic et imagerie medicale,Haute-Garonne,169606.0
Radiodiagnostic et imagerie medicale,Gironde,1256443.0
Radiodiagnostic et imagerie medicale,Herault,127921.0
Radiodiagnostic et imagerie medicale,Ille-et-Vilaine,79365.0
Radiodiagnostic et imagerie medicale,Indre-et-Loire,48505.0
Radiodiagnostic et imagerie medicale,Isere,83407.0
Radiodiagnostic et imagerie medicale,Jura,272934.0
Radiodiagnostic et imagerie medicale,Landes,180739.0
Radiodiagnostic et imagerie medicale,Loir-et-Cher,74502.0
Radiodiagnostic et imagerie medicale,Loire,106382.0
Radiodiagnostic et imagerie medicale,Loire-Atlantique,91566.0
Radiodiagnostic et imagerie medicale,Loiret,691209.0
Radiodiagnostic et imagerie medicale,Lot-et-Garonne,27394.0
Radiodiagnostic et imagerie medicale,Maine-et-Loire,47602.0
Radiodiagnostic et imagerie medicale,Manche,45273.0
Radiodiagnostic et imagerie medicale,Marne,589007.0
Radiodiagnostic et imagerie medicale,Haute-Marne,689601.0
Radiodiagnostic et imagerie medicale,Mayenne,14515.0
Radiodiagnostic et imagerie medicale,Meurthe-et-Moselle,115525.0
Radiodiagnostic et imagerie medicale,Morbihan,60743.0
Radiodiagnostic et imagerie medicale,Moselle,242194.0
Radiodiagnostic et imagerie medicale,Nievre,25935.0
Radiodiagnostic et imagerie medicale,Nord,208129.0
Radiodiagnostic et imagerie medicale,Oise,2559955.0
Radiodiagnostic et imagerie medicale,Orne,14335.0
Radiodiagnostic et imagerie medicale,Pas-de-Calais,110249.0
Radiodiagnostic et imagerie medicale,Puy-de-Dome,51710.0
Radiodiagnostic et imagerie medicale,Pyrenees-Atlantiques,612011.0
Radiodiagnostic et imagerie medicale,Hautes-Pyrenees,31990.0
Radiodiagnostic et imagerie medicale,Pyrenees-Orientales,49474.0
Radiodiagnostic et imagerie medicale,Bas-Rhin,201450.0
Radiodiagnostic et imagerie medicale,Haut-Rhin,513206.0
Radiodiagnostic et imagerie medicale,Rhone,7493664.0
Radiodiagnostic et imagerie medicale,Haute-Saone,10932.0
Radiodiagnostic et imagerie medicale,Saone-et-Loire,153423.0
Radiodiagnostic et imagerie medicale,Sarthe,99366.0
Radiodiagnostic et imagerie medicale,Savoie,45483.0
Radiodiagnostic et imagerie medicale,Haute-Savoie,1369162.0
Radiodiagnostic et imagerie medicale,Paris ,59484315.0
Radiodiagnostic et imagerie medicale,Seine-Maritime,89324.0
Radiodiagnostic et imagerie medicale,Seine-et-Marne,7278735.0
Radiodiagnostic et imagerie medicale,Yvelines,8404902.0
Radiodiagnostic et imagerie medicale,Deux-Sevres,178609.0
Radiodiagnostic et imagerie medicale,Somme,47947.0
Radiodiagnostic et imagerie medicale,Tarn,26380.0
Radiodiagnostic et imagerie medicale,Tarn-et-Garonne,19191.0
Radiodiagnostic et imagerie medicale,Var,500022.0
Radiodiagnostic et imagerie medicale,Vaucluse,80074.0
Radiodiagnostic et imagerie medicale,Vendee,248066.0
Radiodiagnostic et imagerie medicale,Vienne,69579.0
Radiodiagnostic et imagerie medicale,Haute-Vienne,21611.0
Radiodiagnostic et imagerie medicale,Vosges,26195.0
Radiodiagnostic et imagerie medicale,Yonne,44084.0
Radiodiagnostic et imagerie medicale,Essonne,9469497.0
Radiodiagnostic et imagerie medicale,Hauts-de-Seine,15775468.0
Radiodiagnostic et imagerie medicale,Seine-St-Denis,3211742.0
Radiodiagnostic et imagerie medicale,Val-de-Marne,6198089.0
Radiodiagnostic et imagerie medicale,Val-d,5043500.0
Radiodiagnostic et imagerie medicale,Guadeloupe,485913.0
Radiodiagnostic et imagerie medicale,Martinique,417677.0
Radiodiagnostic et imagerie medicale,Reunion,124089.0
Gynecologie medicale,Alpes-Maritimes,1990663.0
Gynecologie medicale,Bouches-du-Rhone,1507374.0
Gynecologie medicale,Calvados,504741.0
Gynecologie medicale,Charente-Maritime,395985.0
Gynecologie medicale,Cher,0.0
Gynecologie medicale,Haute-Garonne,616524.0
Gynecologie medicale,Gironde,1625066.0
Gynecologie medicale,Herault,480496.0
Gynecologie medicale,Ille-et-Vilaine,146251.0
Gynecologie medicale,Indre-et-Loire,82437.0
Gynecologie medicale,Isere,904571.0
Gynecologie medicale,Loire-Atlantique,440187.0
Gynecologie medicale,Loiret,550294.0
Gynecologie medicale,Maine-et-Loire,321455.0
Gynecologie medicale,Meurthe-et-Moselle,383751.0
Gynecologie medicale,Morbihan,6392.0
Gynecologie medicale,Moselle,276018.0
Gynecologie medicale,Nievre,0.0
Gynecologie medicale,Nord,1897579.0
Gynecologie medicale,Oise,430777.0
Gynecologie medicale,Pas-de-Calais,181707.0
Gynecologie medicale,Puy-de-Dome,66135.0
Gynecologie medicale,Pyrenees-Atlantiques,104218.0
Gynecologie medicale,Pyrenees-Orientales,74950.0
Gynecologie medicale,Bas-Rhin,397468.0
Gynecologie medicale,Rhone,3234723.0
Gynecologie medicale,Paris ,15813398.0
Gynecologie medicale,Seine-Maritime,838753.0
Gynecologie medicale,Seine-et-Marne,1548650.0
Gynecologie medicale,Yvelines,3055675.0
Gynecologie medicale,Somme,29194.0
Gynecologie medicale,Var,642467.0
Gynecologie medicale,Essonne,1635437.0
Gynecologie medicale,Hauts-de-Seine,3444003.0
Gynecologie medicale,Seine-St-Denis,750865.0
Gynecologie medicale,Val-de-Marne,2074391.0
Gynecologie medicale,Val-d,920777.0
Gynecologie medicale,Guadeloupe,0.0
Gynecologie medicale,Martinique,0.0
Gynecologie medicale,Guyane,0.0
Gynecologie medicale,Mayotte,0.0
Obstetrique,Ain,0.0
Obstetrique,Aisne,0.0
Obstetrique,Allier,0.0
Obstetrique,Alpes-Hte-Provence,0.0
Obstetrique,Hautes-Alpes,0.0
Obstetrique,Alpes-Maritimes,0.0
Obstetrique,Ardeche,0.0
Obstetrique,Ardennes,0.0
Obstetrique,Ariege,0.0
Obstetrique,Aube,0.0
Obstetrique,Aude,0.0
Obstetrique,Aveyron,0.0
Obstetrique,Calvados,0.0
Obstetrique,Cantal,0.0
Obstetrique,Charente,0.0
Obstetrique,Charente-Maritime,0.0
Obstetrique,Cher,0.0
Obstetrique,Correze,0.0
Obstetrique,Cote-d,0.0
Obstetrique,Cotes-d,0.0
Obstetrique,Creuse,0.0
Obstetrique,Dordogne,0.0
Obstetrique,Doubs,0.0
Obstetrique,Drome,0.0
Obstetrique,Eure,0.0
Obstetrique,Eure-et-Loir,0.0
Obstetrique,Finistere,0.0
Obstetrique,Gard,0.0
Obstetrique,Haute-Garonne,0.0
Obstetrique,Gers,0.0
Obstetrique,Gironde,0.0
Obstetrique,Herault,0.0
Obstetrique,Ille-et-Vilaine,0.0
Obstetrique,Indre,0.0
Obstetrique,Indre-et-Loire,0.0
Obstetrique,Jura,0.0
Obstetrique,Landes,0.0
Obstetrique,Loir-et-Cher,0.0
Obstetrique,Loire,0.0
Obstetrique,Haute-Loire,0.0
Obstetrique,Loire-Atlantique,0.0
Obstetrique,Loiret,0.0
Obstetrique,Lot,0.0
Obstetrique,Lot-et-Garonne,0.0
Obstetrique,Lozere,0.0
Obstetrique,Maine-et-Loire,0.0
Obstetrique,Manche,0.0
Obstetrique,Marne,0.0
Obstetrique,Haute-Marne,0.0
Obstetrique,Mayenne,0.0
Obstetrique,Meurthe-et-Moselle,0.0
Obstetrique,Meuse,0.0
Obstetrique,Morbihan,0.0
Obstetrique,Moselle,0.0
Obstetrique,Nievre,0.0
Obstetrique,Nord,0.0
Obstetrique,Oise,0.0
Obstetrique,Orne,0.0
Obstetrique,Pas-de-Calais,0.0
Obstetrique,Puy-de-Dome,0.0
Obstetrique,Pyrenees-Atlantiques,0.0
Obstetrique,Hautes-Pyrenees,0.0
Obstetrique,Pyrenees-Orientales,0.0
Obstetrique,Bas-Rhin,0.0
Obstetrique,Haut-Rhin,0.0
Obstetrique,Haute-Saone,0.0
Obstetrique,Saone-et-Loire,0.0
Obstetrique,Savoie,0.0
Obstetrique,Haute-Savoie,0.0
Obstetrique,Seine-Maritime,0.0
Obstetrique,Seine-et-Marne,0.0
Obstetrique,Yvelines,0.0
Obstetrique,Deux-Sevres,0.0
Obstetrique,Somme,0.0
Obstetrique,Tarn-et-Garonne,0.0
Obstetrique,Var,0.0
Obstetrique,Vaucluse,0.0
Obstetrique,Vendee,0.0
Obstetrique,Vienne,0.0
Obstetrique,Haute-Vienne,0.0
Obstetrique,Vosges,0.0
Obstetrique,Yonne,0.0
Obstetrique,Terr,0.0
Obstetrique,Seine-St-Denis,0.0
Obstetrique,Guadeloupe,0.0
Obstetrique,Martinique,0.0
Obstetrique,Guyane,0.0
Obstetrique,Reunion,0.0
Obstetrique,Mayotte,0.0
Gynecologie obstetrique et gynecologie medicale,Ain,0.0
Gynecologie obstetrique et gynecologie medicale,Aisne,0.0
Gynecologie obstetrique et gynecologie medicale,Alpes-Hte-Provence,0.0
Gynecologie obstetrique et gynecologie medicale,Ardeche,791387.0
Gynecologie obstetrique et gynecologie medicale,Ardennes,0.0
Gynecologie obstetrique et gynecologie medicale,Aube,1063953.0
Gynecologie obstetrique et gynecologie medicale,Aude,0.0
Gynecologie obstetrique et gynecologie medicale,Aveyron,0.0
Gynecologie obstetrique et gynecologie medicale,Calvados,0.0
Gynecologie obstetrique et gynecologie medicale,Correze,0.0
Gynecologie obstetrique et gynecologie medicale,Cote-d,0.0
Gynecologie obstetrique et gynecologie medicale,Cotes-d,28862.0
Gynecologie obstetrique et gynecologie medicale,Creuse,0.0
Gynecologie obstetrique et gynecologie medicale,Dordogne,0.0
Gynecologie obstetrique et gynecologie medicale,Drome,0.0
Gynecologie obstetrique et gynecologie medicale,Eure,0.0
Gynecologie obstetrique et gynecologie medicale,Eure-et-Loir,0.0
Gynecologie obstetrique et gynecologie medicale,Gard,0.0
Gynecologie obstetrique et gynecologie medicale,Gers,0.0
Gynecologie obstetrique et gynecologie medicale,Indre,0.0
Gynecologie obstetrique et gynecologie medicale,Landes,0.0
Gynecologie obstetrique et gynecologie medicale,Loir-et-Cher,0.0
Gynecologie obstetrique et gynecologie medicale,Loire,0.0
Gynecologie obstetrique et gynecologie medicale,Haute-Loire,0.0
Gynecologie obstetrique et gynecologie medicale,Loiret,0.0
Gynecologie obstetrique et gynecologie medicale,Lot,0.0
Gynecologie obstetrique et gynecologie medicale,Lot-et-Garonne,0.0
Gynecologie obstetrique et gynecologie medicale,Lozere,0.0
Gynecologie obstetrique et gynecologie medicale,Maine-et-Loire,0.0
Gynecologie obstetrique et gynecologie medicale,Marne,0.0
Gynecologie obstetrique et gynecologie medicale,Haute-Marne,0.0
Gynecologie obstetrique et gynecologie medicale,Meuse,0.0
Gynecologie obstetrique et gynecologie medicale,Nord,854033.0
Gynecologie obstetrique et gynecologie medicale,Oise,0.0
Gynecologie obstetrique et gynecologie medicale,Orne,0.0
Gynecologie obstetrique et gynecologie medicale,Puy-de-Dome,0.0
Gynecologie obstetrique et gynecologie medicale,Pyrenees-Atlantiques,0.0
Gynecologie obstetrique et gynecologie medicale,Hautes-Pyrenees,0.0
Gynecologie obstetrique et gynecologie medicale,Haut-Rhin,0.0
Gynecologie obstetrique et gynecologie medicale,Haute-Saone,0.0
Gynecologie obstetrique et gynecologie medicale,Saone-et-Loire,0.0
Gynecologie obstetrique et gynecologie medicale,Sarthe,0.0
Gynecologie obstetrique et gynecologie medicale,Savoie,0.0
Gynecologie obstetrique et gynecologie medicale,Paris ,2628865.0
Gynecologie obstetrique et gynecologie medicale,Seine-et-Marne,2016351.0
Gynecologie obstetrique et gynecologie medicale,Deux-Sevres,0.0
