Lieu	N° région, département	Série	Unité	1999	2007	2012
CREUSE	23	LO02Résidences principales de 4 pièces (p)	Nombre	15457.0	15488.0	15931.0
CREUSE	23	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	22664.0	26178.0	26602.0
CREUSE	23	LO02Nombre de pièces des résidences principales (p)	Nombre	235473.0	255308.0	258735.0
CREUSE	23	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	205736.0	224761.0	230316.0
CREUSE	23	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	24391.0	29913.0	27905.0
CREUSE	23	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	36303.0	40458.0	41256.0
CREUSE	23	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	14141.0	14408.0	14471.0
CREUSE	23	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	4806.0	4639.0	4707.0
CREUSE	23	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	4137.0	2003.0	1810.0
CREUSE	23	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	30997.0	ND
CREUSE	23	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	9870.0	ND
CREUSE	23	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	10324.0	ND
CREUSE	23	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	4493.0	ND
CREUSE	23	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	55684.0	ND
CREUSE	23	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	29189.0
CREUSE	23	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	20884.0
CREUSE	23	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	6450.0
CREUSE	23	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	56523.0
DEUX-SEVRES	79	LO02Nombre total de résidences principales (p)	Nombre	139343.0	155491.0	162840.0
DEUX-SEVRES	79	LO02Résidences principales type maison (p)	Nombre	119764.0	132893.0	140617.0
DEUX-SEVRES	79	LO02Résidences principales type appartement (p)	Nombre	16234.0	21407.0	21122.0
DEUX-SEVRES	79	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	3345.0	1191.0	1101.0
DEUX-SEVRES	79	LO02Résidences principales de 1 pièce (p)	Nombre	4189.0	3803.0	3721.0
DEUX-SEVRES	79	LO02Résidences principales de 2 pièces (p)	Nombre	10923.0	10815.0	10676.0
DEUX-SEVRES	79	LO02Résidences principales de 3 pièces (p)	Nombre	23416.0	23121.0	23829.0
DEUX-SEVRES	79	LO02Résidences principales de 4 pièces (p)	Nombre	40303.0	41272.0	43266.0
DEUX-SEVRES	79	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	60512.0	76480.0	81349.0
DEUX-SEVRES	79	LO02Nombre de pièces des résidences principales (p)	Nombre	600947.0	699519.0	738429.0
DEUX-SEVRES	79	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	547090.0	637970.0	679216.0
DEUX-SEVRES	79	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	44629.0	59532.0	57369.0
DEUX-SEVRES	79	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	92058.0	105282.0	111823.0
DEUX-SEVRES	79	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	42345.0	47585.0	48767.0
DEUX-SEVRES	79	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	13313.0	13640.0	14015.0
DEUX-SEVRES	79	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	4940.0	2624.0	2250.0
DEUX-SEVRES	79	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	56670.0	ND
DEUX-SEVRES	79	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	33186.0	ND
DEUX-SEVRES	79	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	35559.0	ND
DEUX-SEVRES	79	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	24341.0	ND
DEUX-SEVRES	79	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	149756.0	ND
DEUX-SEVRES	79	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	51610.0
DEUX-SEVRES	79	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	71280.0
DEUX-SEVRES	79	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	35623.0
DEUX-SEVRES	79	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	158512.0
DORDOGNE	24	LO02Nombre total de résidences principales (p)	Nombre	163835.0	180776.0	190244.0
DORDOGNE	24	LO02Résidences principales type maison (p)	Nombre	137908.0	150721.0	159087.0
DORDOGNE	24	LO02Résidences principales type appartement (p)	Nombre	21609.0	28737.0	30030.0
DORDOGNE	24	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	4318.0	1318.0	1127.0
DORDOGNE	24	LO02Résidences principales de 1 pièce (p)	Nombre	4302.0	4027.0	4004.0
DORDOGNE	24	LO02Résidences principales de 2 pièces (p)	Nombre	12487.0	12412.0	13693.0
DORDOGNE	24	LO02Résidences principales de 3 pièces (p)	Nombre	33426.0	32846.0	33817.0
DORDOGNE	24	LO02Résidences principales de 4 pièces (p)	Nombre	52635.0	55524.0	58684.0
DORDOGNE	24	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	60985.0	75968.0	80046.0
DORDOGNE	24	LO02Nombre de pièces des résidences principales (p)	Nombre	690753.0	790059.0	831371.0
DORDOGNE	24	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	613400.0	701836.0	742352.0
DORDOGNE	24	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	64383.0	85285.0	86411.0
DORDOGNE	24	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	104901.0	122335.0	129154.0
DORDOGNE	24	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	47473.0	52301.0	55490.0
DORDOGNE	24	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	11281.0	11863.0	12482.0
DORDOGNE	24	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	11461.0	6140.0	5600.0
DORDOGNE	24	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	69503.0	ND
DORDOGNE	24	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	39369.0	ND
DORDOGNE	24	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	39510.0	ND
DORDOGNE	24	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	24792.0	ND
DORDOGNE	24	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	173174.0	ND
DORDOGNE	24	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	63437.0
DORDOGNE	24	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	81481.0
DORDOGNE	24	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	39477.0
DORDOGNE	24	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	184396.0
DOUBS	25	LO02Nombre total de résidences principales (p)	Nombre	201531.0	224746.0	234867.0
DOUBS	25	LO02Résidences principales type maison (p)	Nombre	106075.0	115795.0	122806.0
DOUBS	25	LO02Résidences principales type appartement (p)	Nombre	89386.0	107336.0	110625.0
DOUBS	25	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	6070.0	1615.0	1436.0
DOUBS	25	LO02Résidences principales de 1 pièce (p)	Nombre	11844.0	11598.0	11168.0
DOUBS	25	LO02Résidences principales de 2 pièces (p)	Nombre	20334.0	22523.0	23809.0
DOUBS	25	LO02Résidences principales de 3 pièces (p)	Nombre	39283.0	41832.0	44383.0
DOUBS	25	LO02Résidences principales de 4 pièces (p)	Nombre	54285.0	55185.0	57487.0
DOUBS	25	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	75785.0	93608.0	98020.0
DOUBS	25	LO02Nombre de pièces des résidences principales (p)	Nombre	819279.0	944413.0	989743.0
DOUBS	25	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	517738.0	598104.0	634883.0
DOUBS	25	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	283524.0	343218.0	351928.0
DOUBS	25	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	109011.0	129615.0	138227.0
DOUBS	25	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	84004.0	89618.0	91849.0
DOUBS	25	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	33642.0	32592.0	31680.0
DOUBS	25	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	8516.0	5512.0	4791.0
DOUBS	25	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	58463.0	ND
DOUBS	25	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	71321.0	ND
DOUBS	25	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	50301.0	ND
DOUBS	25	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	37704.0	ND
DOUBS	25	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	217789.0	ND
DOUBS	25	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	52652.0
DOUBS	25	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	124533.0
DOUBS	25	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	51444.0
DOUBS	25	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	228628.0
DROME	26	LO02Nombre total de résidences principales (p)	Nombre	176163.0	201236.0	212937.0
DROME	26	LO02Résidences principales type maison (p)	Nombre	110953.0	127615.0	137199.0
DROME	26	LO02Résidences principales type appartement (p)	Nombre	60487.0	71809.0	74280.0
DROME	26	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	4723.0	1812.0	1458.0
DROME	26	LO02Résidences principales de 1 pièce (p)	Nombre	5746.0	6226.0	6038.0
DROME	26	LO02Résidences principales de 2 pièces (p)	Nombre	14970.0	17048.0	18606.0
DROME	26	LO02Résidences principales de 3 pièces (p)	Nombre	35744.0	38490.0	41302.0
DROME	26	LO02Résidences principales de 4 pièces (p)	Nombre	54591.0	57829.0	61557.0
DROME	26	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	65112.0	81643.0	85435.0
DROME	26	LO02Nombre de pièces des résidences principales (p)	Nombre	727896.0	852059.0	900267.0
DROME	26	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	516731.0	618361.0	663151.0
DROME	26	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	197244.0	230262.0	234157.0
DROME	26	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	102742.0	121990.0	131514.0
DROME	26	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	65236.0	74109.0	76409.0
DROME	26	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	19305.0	21200.0	21950.0
DROME	26	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	8185.0	5137.0	5013.0
DROME	26	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	54363.0	ND
DROME	26	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	56775.0	ND
DROME	26	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	47609.0	ND
DROME	26	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	34897.0	ND
DROME	26	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	193643.0	ND
DROME	26	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	49619.0
DROME	26	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	105452.0
DROME	26	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	50490.0
DROME	26	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	205561.0
ESSONNE	91	LO02Nombre total de résidences principales (p)	Nombre	420603.0	462164.0	481745.0
ESSONNE	91	LO02Résidences principales type maison (p)	Nombre	208283.0	231573.0	237610.0
ESSONNE	91	LO02Résidences principales type appartement (p)	Nombre	202604.0	225278.0	239008.0
ESSONNE	91	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	9716.0	5313.0	5127.0
ESSONNE	91	LO02Résidences principales de 1 pièce (p)	Nombre	23808.0	26674.0	27312.0
ESSONNE	91	LO02Résidences principales de 2 pièces (p)	Nombre	48691.0	52772.0	60337.0
ESSONNE	91	LO02Résidences principales de 3 pièces (p)	Nombre	101937.0	104632.0	107985.0
ESSONNE	91	LO02Résidences principales de 4 pièces (p)	Nombre	116519.0	119622.0	122042.0
ESSONNE	91	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	129648.0	158464.0	164069.0
ESSONNE	91	LO02Nombre de pièces des résidences principales (p)	Nombre	1624759.0	1833603.0	1903940.0
ESSONNE	91	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	970911.0	1132739.0	1172203.0
ESSONNE	91	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	631561.0	691073.0	723000.0
ESSONNE	91	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	245118.0	281353.0	291112.0
ESSONNE	91	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	161560.0	170508.0	181514.0
ESSONNE	91	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	88733.0	90479.0	94469.0
ESSONNE	91	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	13925.0	10303.0	9120.0
ESSONNE	91	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	66502.0	ND
ESSONNE	91	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	194313.0	ND
ESSONNE	91	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	115920.0	ND
ESSONNE	91	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	76644.0	ND
ESSONNE	91	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	453379.0	ND
ESSONNE	91	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	60140.0
ESSONNE	91	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	317090.0
ESSONNE	91	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	92649.0
ESSONNE	91	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	469879.0
EURE	27	LO02Nombre total de résidences principales (p)	Nombre	205454.0	228817.0	242659.0
EURE	27	LO02Résidences principales type maison (p)	Nombre	155838.0	175131.0	186915.0
EURE	27	LO02Résidences principales type appartement (p)	Nombre	43603.0	51600.0	54218.0
EURE	27	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	6013.0	2086.0	1526.0
EURE	27	LO02Résidences principales de 1 pièce (p)	Nombre	7536.0	7268.0	7116.0
EURE	27	LO02Résidences principales de 2 pièces (p)	Nombre	18458.0	18765.0	19903.0
EURE	27	LO02Résidences principales de 3 pièces (p)	Nombre	42799.0	42195.0	44850.0
EURE	27	LO02Résidences principales de 4 pièces (p)	Nombre	60064.0	63568.0	66815.0
EURE	27	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	76597.0	97022.0	103975.0
EURE	27	LO02Nombre de pièces des résidences principales (p)	Nombre	847441.0	984622.0	1048783.0
EURE	27	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	702472.0	829633.0	889162.0
EURE	27	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	127839.0	150773.0	156289.0
EURE	27	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	126474.0	145711.0	155986.0
EURE	27	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	71820.0	78253.0	82013.0
EURE	27	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	34182.0	35375.0	36411.0
EURE	27	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	7160.0	4853.0	4660.0
EURE	27	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	70082.0	ND
EURE	27	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	56676.0	ND
EURE	27	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	58837.0	ND
EURE	27	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	35065.0	ND
EURE	27	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	220659.0	ND
EURE	27	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	63691.0
EURE	27	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	120722.0
EURE	27	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	51223.0
EURE	27	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	235636.0
EURE-ET-LOIR	28	LO02Nombre total de résidences principales (p)	Nombre	157614.0	171571.0	179655.0
EURE-ET-LOIR	28	LO02Résidences principales type maison (p)	Nombre	113379.0	125725.0	132660.0
EURE-ET-LOIR	28	LO02Résidences principales type appartement (p)	Nombre	41063.0	44571.0	46012.0
EURE-ET-LOIR	28	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	3172.0	1275.0	983.0
EURE-ET-LOIR	28	LO02Résidences principales de 1 pièce (p)	Nombre	5269.0	5002.0	5108.0
EURE-ET-LOIR	28	LO02Résidences principales de 2 pièces (p)	Nombre	15769.0	15710.0	16813.0
EURE-ET-LOIR	28	LO02Résidences principales de 3 pièces (p)	Nombre	35346.0	34813.0	35560.0
EURE-ET-LOIR	28	LO02Résidences principales de 4 pièces (p)	Nombre	45746.0	46307.0	47485.0
EURE-ET-LOIR	28	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	55484.0	69739.0	74689.0
EURE-ET-LOIR	28	LO02Nombre de pièces des résidences principales (p)	Nombre	642257.0	731148.0	769839.0
EURE-ET-LOIR	28	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	508737.0	594636.0	632399.0
EURE-ET-LOIR	28	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	124090.0	134005.0	135396.0
EURE-ET-LOIR	28	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	98458.0	112189.0	118836.0
EURE-ET-LOIR	28	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	53993.0	55801.0	57765.0
EURE-ET-LOIR	28	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	28655.0	28486.0	27732.0
EURE-ET-LOIR	28	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	5163.0	3581.0	3054.0
EURE-ET-LOIR	28	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	53195.0	ND
EURE-ET-LOIR	28	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	50631.0	ND
EURE-ET-LOIR	28	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	42499.0	ND
EURE-ET-LOIR	28	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	21427.0	ND
EURE-ET-LOIR	28	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	167752.0	ND
EURE-ET-LOIR	28	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	50352.0
EURE-ET-LOIR	28	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	94650.0
EURE-ET-LOIR	28	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	30324.0
EURE-ET-LOIR	28	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	175326.0
FINISTERE	29	LO02Nombre total de résidences principales (p)	Nombre	359502.0	394607.0	411909.0
FINISTERE	29	LO02Résidences principales type maison (p)	Nombre	257713.0	286112.0	301112.0
FINISTERE	29	LO02Résidences principales type appartement (p)	Nombre	92287.0	105368.0	108350.0
FINISTERE	29	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	9502.0	3126.0	2447.0
FINISTERE	29	LO02Résidences principales de 1 pièce (p)	Nombre	16642.0	14257.0	13343.0
FINISTERE	29	LO02Résidences principales de 2 pièces (p)	Nombre	35429.0	36126.0	37308.0
FINISTERE	29	LO02Résidences principales de 3 pièces (p)	Nombre	60298.0	61359.0	65193.0
FINISTERE	29	LO02Résidences principales de 4 pièces (p)	Nombre	83218.0	84266.0	88732.0
FINISTERE	29	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	163915.0	198598.0	207332.0
FINISTERE	29	LO02Nombre de pièces des résidences principales (p)	Nombre	1543493.0	1770805.0	1850539.0
FINISTERE	29	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	1247606.0	1452755.0	1528057.0
FINISTERE	29	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	271069.0	312354.0	317914.0
FINISTERE	29	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	239889.0	273877.0	285993.0
FINISTERE	29	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	106843.0	113403.0	119633.0
FINISTERE	29	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	36113.0	37970.0	40854.0
FINISTERE	29	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	12770.0	7326.0	6283.0
FINISTERE	29	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	80948.0	ND
FINISTERE	29	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	135237.0	ND
FINISTERE	29	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	101382.0	ND
FINISTERE	29	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	63971.0	ND
FINISTERE	29	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	381538.0	ND
FINISTERE	29	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	71841.0
FINISTERE	29	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	237952.0
FINISTERE	29	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	91226.0
FINISTERE	29	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	401019.0
GARD	30	LO02Nombre total de résidences principales (p)	Nombre	255173.0	296473.0	317173.0
GARD	30	LO02Résidences principales type maison (p)	Nombre	161397.0	190790.0	204931.0
GARD	30	LO02Résidences principales type appartement (p)	Nombre	86842.0	103284.0	110029.0
GARD	30	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	6934.0	2398.0	2213.0
GARD	30	LO02Résidences principales de 1 pièce (p)	Nombre	8887.0	10619.0	10882.0
GARD	30	LO02Résidences principales de 2 pièces (p)	Nombre	25704.0	29620.0	32335.0
GARD	30	LO02Résidences principales de 3 pièces (p)	Nombre	57629.0	62416.0	66984.0
GARD	30	LO02Résidences principales de 4 pièces (p)	Nombre	83542.0	91047.0	98148.0
GARD	30	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	79411.0	102772.0	108824.0
GARD	30	LO02Nombre de pièces des résidences principales (p)	Nombre	1012981.0	1202687.0	1285007.0
GARD	30	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	716232.0	879733.0	946514.0
GARD	30	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	277328.0	318179.0	333952.0
GARD	30	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	144320.0	174245.0	187138.0
GARD	30	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	96364.0	112330.0	120954.0
GARD	30	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	29315.0	29536.0	32001.0
GARD	30	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	14489.0	9898.0	9081.0
GARD	30	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	83657.0	ND
GARD	30	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	70126.0	ND
GARD	30	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	73748.0	ND
GARD	30	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	58178.0	ND
GARD	30	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	285709.0	ND
GARD	30	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	74625.0
GARD	30	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	151547.0
GARD	30	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	80518.0
GARD	30	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	306691.0
GERS	32	LO02Nombre total de résidences principales (p)	Nombre	71432.0	80064.0	84867.0
GERS	32	LO02Résidences principales type maison (p)	Nombre	60252.0	65975.0	69921.0
GERS	32	LO02Résidences principales type appartement (p)	Nombre	9195.0	13513.0	14391.0
GERS	32	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	1985.0	576.0	555.0
GERS	32	LO02Résidences principales de 1 pièce (p)	Nombre	1899.0	1708.0	1629.0
GERS	32	LO02Résidences principales de 2 pièces (p)	Nombre	4450.0	4980.0	5409.0
GERS	32	LO02Résidences principales de 3 pièces (p)	Nombre	11297.0	11711.0	12584.0
GERS	32	LO02Résidences principales de 4 pièces (p)	Nombre	21389.0	22160.0	23989.0
GERS	32	LO02Résidences principales de 5 pièces ou plus (p)	Nombre	32397.0	39506.0	41257.0
GERS	32	LO02Nombre de pièces des résidences principales (p)	Nombre	320202.0	369222.0	389621.0
GERS	32	LO02Nombre de pièces des résidences principales type maison (p)	Nombre	286434.0	327435.0	345768.0
GERS	32	LO02Nombre de pièces des résidences principales type appartement (p)	Nombre	27774.0	40454.0	42513.0
GERS	32	LO02Nombre de résidences principales occupées par propriétaires (p)	Nombre	46860.0	54742.0	58246.0
GERS	32	LO02Nombre de résidences principales occupées par locataires (p)	Nombre	19639.0	22285.0	23873.0
GERS	32	LO02Nombre de résidences principales HLM louées vides (p)	Nombre	3589.0	4127.0	4322.0
GERS	32	LO02Nombre de résidences principales occupées gratuitement (p)	Nombre	4933.0	3037.0	2748.0
GERS	32	LO02Nombre de résidences principales construites avant 1949 (p)	Nombre	ND	35547.0	ND
GERS	32	LO02Nombre de résidences principales construites de 1949 à 1974 (p)	Nombre	ND	14922.0	ND
GERS	32	LO02Nombre de résidences principales construites de 1975 à 1989 (p)	Nombre	ND	15228.0	ND
GERS	32	LO02Nombre de résidences principales construites de 1990 à 2004 (p)	Nombre	ND	10698.0	ND
GERS	32	LO02Nombre de résidences principales construites avant 2005 (p)	Nombre	ND	76395.0	ND
GERS	32	LO02Nombre de résidences principales construites avant 1946 (p)	Nombre	ND	ND	32665.0
GERS	32	LO02Nombre de résidences principales construites de 1946 à 1990 (p)	Nombre	ND	ND	31039.0
GERS	32	LO02Nombre de résidences principales construites de 1991 à 2009 (p)	Nombre	ND	ND	18303.0
GERS	32	LO02Nombre de résidences principales construites avant 2010 (p)	Nombre	ND	ND	82007.0
GIRONDE	33	LO02Nombre total de résidences principales (p)	Nombre	540234.0	621464.0	668173.0
GIRONDE	33	LO02Résidences principales type maison (p)	Nombre	353585.0	400925.0	426290.0
GIRONDE	33	LO02Résidences principales type appartement (p)	Nombre	172041.0	215837.0	237724.0
GIRONDE	33	LO02Résidences principales autres types (foyer logements, habitations de fortune,) (p)	Nombre	14608.0	4702.0	4159.0
