,Cover_Type,Id
5549,2,20670
5550,2,20671
5551,2,20672
5552,2,20673
5553,2,20674
5554,2,20675
5555,2,20676
5556,7,20677
5557,2,20678
5558,2,20679
5559,2,20680
5560,2,20681
5561,2,20682
5562,2,20683
5563,2,20684
5564,2,20685
5565,2,20686
5566,2,20687
5567,2,20688
5568,1,20689
5569,1,20690
5570,2,20691
5571,2,20692
5572,2,20693
5573,2,20694
5574,1,20695
5575,1,20696
5576,1,20697
5577,1,20698
5578,1,20699
5579,1,20700
5580,1,20701
5581,2,20702
5582,2,20703
5583,1,20704
5584,1,20705
5585,1,20706
5586,1,20707
5587,1,20708
5588,1,20709
5589,1,20710
5590,1,20711
5591,1,20712
5592,2,20713
5593,2,20714
5594,2,20715
5595,2,20716
5596,2,20717
5597,2,20718
5598,2,20719
5599,2,20720
5600,2,20721
5601,2,20722
5602,2,20723
5603,2,20724
5604,2,20725
5605,2,20726
5606,2,20727
5607,2,20728
5608,2,20729
5609,2,20730
5610,2,20731
5611,2,20732
5612,2,20733
5613,2,20734
5614,2,20735
5615,2,20736
5616,2,20737
5617,2,20738
5618,2,20739
5619,2,20740
5620,2,20741
5621,2,20742
5622,2,20743
5623,2,20744
5624,2,20745
5625,2,20746
5626,2,20747
5627,2,20748
5628,2,20749
5629,2,20750
5630,2,20751
5631,2,20752
5632,2,20753
5633,2,20754
5634,2,20755
5635,5,20756
5636,5,20757
5637,5,20758
5638,5,20759
5639,5,20760
5640,1,20761
5641,1,20762
5642,2,20763
5643,2,20764
5644,2,20765
5645,2,20766
5646,2,20767
5647,2,20768
5648,2,20769
5649,2,20770
5650,2,20771
5651,2,20772
5652,2,20773
5653,2,20774
5654,2,20775
5655,2,20776
5656,2,20777
5657,2,20778
5658,2,20779
5659,1,20780
5660,7,20781
5661,2,20782
5662,2,20783
5663,2,20784
5664,2,20785
5665,2,20786
5666,2,20787
5667,2,20788
5668,1,20789
5669,1,20790
5670,1,20791
5671,1,20792
5672,7,20793
5673,7,20794
5674,7,20795
5675,7,20796
5676,7,20797
5677,7,20798
5678,1,20799
5679,1,20800
5680,1,20801
5681,1,20802
5682,2,20803
5683,2,20804
5684,2,20805
5685,2,20806
5686,2,20807
5687,2,20808
5688,2,20809
5689,2,20810
5690,2,20811
5691,2,20812
5692,1,20813
5693,1,20814
5694,1,20815
5695,1,20816
5696,2,20817
5697,7,20818
5698,7,20819
5699,2,20820
5700,2,20821
5701,2,20822
5702,2,20823
5703,2,20824
5704,2,20825
5705,7,20826
5706,1,20827
5707,1,20828
5708,1,20829
5709,1,20830
5710,1,20831
5711,1,20832
5712,1,20833
5713,1,20834
5714,1,20835
5715,1,20836
5716,1,20837
5717,1,20838
5718,1,20839
5719,1,20840
5720,1,20841
5721,1,20842
5722,1,20843
5723,1,20844
5724,2,20845
5725,2,20846
5726,7,20847
5727,7,20848
5728,7,20849
5729,7,20850
5730,2,20851
5731,2,20852
5732,2,20853
5733,2,20854
5734,2,20855
5735,2,20856
5736,7,20857
5737,7,20858
5738,2,20859
5739,2,20860
5740,2,20861
5741,2,20862
5742,2,20863
5743,2,20864
5744,2,20865
5745,2,20866
5746,2,20867
5747,2,20868
5748,2,20869
5749,7,20870
5750,2,20871
5751,2,20872
5752,2,20873
5753,2,20874
5754,2,20875
5755,2,20876
5756,2,20877
5757,2,20878
5758,2,20879
5759,2,20880
5760,2,20881
5761,2,20882
5762,2,20883
5763,2,20884
5764,2,20885
5765,2,20886
5766,2,20887
5767,2,20888
5768,1,20889
5769,1,20890
5770,1,20891
5771,1,20892
5772,1,20893
5773,1,20894
5774,2,20895
5775,1,20896
5776,1,20897
5777,1,20898
5778,1,20899
5779,1,20900
5780,1,20901
5781,1,20902
5782,1,20903
5783,1,20904
5784,2,20905
5785,2,20906
5786,2,20907
5787,2,20908
5788,2,20909
5789,2,20910
5790,2,20911
5791,2,20912
5792,2,20913
5793,2,20914
5794,2,20915
5795,2,20916
5796,2,20917
5797,2,20918
5798,2,20919
5799,2,20920
5800,2,20921
5801,2,20922
5802,2,20923
5803,2,20924
5804,2,20925
5805,2,20926
5806,2,20927
5807,2,20928
5808,2,20929
5809,2,20930
5810,2,20931
5811,2,20932
5812,2,20933
5813,2,20934
5814,2,20935
5815,2,20936
5816,2,20937
5817,2,20938
5818,2,20939
5819,2,20940
5820,2,20941
5821,2,20942
5822,2,20943
5823,2,20944
5824,2,20945
5825,2,20946
5826,2,20947
5827,5,20948
5828,5,20949
5829,5,20950
5830,5,20951
5831,5,20952
5832,1,20953
5833,2,20954
5834,2,20955
5835,2,20956
5836,2,20957
5837,2,20958
5838,2,20959
5839,2,20960
5840,2,20961
5841,2,20962
5842,2,20963
5843,2,20964
5844,2,20965
5845,2,20966
5846,2,20967
5847,2,20968
5848,2,20969
5849,2,20970
5850,2,20971
5851,2,20972
5852,2,20973
5853,2,20974
5854,1,20975
5855,7,20976
5856,2,20977
5857,2,20978
5858,2,20979
5859,2,20980
5860,2,20981
5861,2,20982
5862,1,20983
5863,1,20984
5864,1,20985
5865,7,20986
5866,7,20987
5867,7,20988
5868,1,20989
5869,7,20990
5870,7,20991
5871,7,20992
5872,7,20993
5873,1,20994
5874,1,20995
5875,1,20996
5876,1,20997
5877,1,20998
5878,1,20999
5879,2,21000
5880,2,21001
5881,2,21002
5882,2,21003
5883,2,21004
5884,2,21005
5885,2,21006
5886,1,21007
5887,1,21008
5888,1,21009
5889,1,21010
5890,1,21011
5891,1,21012
5892,2,21013
5893,7,21014
5894,2,21015
5895,2,21016
5896,2,21017
5897,2,21018
5898,2,21019
5899,2,21020
5900,7,21021
5901,1,21022
5902,1,21023
5903,1,21024
5904,1,21025
5905,1,21026
5906,1,21027
5907,1,21028
5908,1,21029
5909,1,21030
5910,1,21031
5911,1,21032
5912,1,21033
5913,1,21034
5914,1,21035
5915,1,21036
5916,1,21037
5917,1,21038
5918,2,21039
5919,2,21040
5920,2,21041
5921,2,21042
5922,2,21043
5923,2,21044
5924,2,21045
5925,2,21046
5926,2,21047
5927,2,21048
5928,2,21049
5929,2,21050
5930,2,21051
5931,7,21052
5932,2,21053
5933,2,21054
5934,2,21055
5935,2,21056
5936,2,21057
5937,2,21058
5938,2,21059
5939,2,21060
5940,2,21061
5941,2,21062
5942,7,21063
5943,2,21064
5944,2,21065
5945,2,21066
5946,2,21067
5947,2,21068
5948,2,21069
5949,2,21070
5950,2,21071
5951,2,21072
5952,2,21073
5953,2,21074
5954,2,21075
5955,2,21076
5956,2,21077
5957,2,21078
5958,2,21079
5959,2,21080
5960,2,21081
5961,1,21082
5962,1,21083
5963,1,21084
5964,1,21085
5965,1,21086
5966,2,21087
5967,2,21088
5968,1,21089
5969,1,21090
5970,1,21091
5971,1,21092
5972,1,21093
5973,1,21094
5974,1,21095
5975,1,21096
5976,1,21097
5977,2,21098
5978,2,21099
5979,5,21100
5980,5,21101
5981,2,21102
5982,2,21103
5983,2,21104
5984,2,21105
5985,2,21106
5986,2,21107
5987,2,21108
5988,2,21109
5989,2,21110
5990,2,21111
5991,2,21112
5992,2,21113
5993,2,21114
5994,2,21115
5995,2,21116
5996,2,21117
5997,2,21118
5998,2,21119
5999,2,21120
6000,2,21121
6001,2,21122
6002,2,21123
6003,2,21124
6004,2,21125
6005,2,21126
6006,2,21127
6007,2,21128
6008,2,21129
6009,2,21130
6010,2,21131
6011,2,21132
6012,2,21133
6013,2,21134
6014,2,21135
6015,2,21136
6016,2,21137
6017,2,21138
6018,2,21139
6019,5,21140
6020,5,21141
6021,5,21142
6022,5,21143
6023,5,21144
6024,1,21145
6025,2,21146
6026,2,21147
6027,2,21148
6028,2,21149
6029,2,21150
6030,2,21151
6031,2,21152
6032,2,21153
6033,5,21154
6034,2,21155
6035,2,21156
6036,2,21157
6037,2,21158
6038,2,21159
6039,2,21160
6040,2,21161
6041,2,21162
6042,2,21163
6043,2,21164
6044,2,21165
6045,2,21166
6046,2,21167
6047,2,21168
6048,2,21169
6049,7,21170
6050,7,21171
6051,7,21172
6052,7,21173
6053,7,21174
6054,7,21175
6055,7,21176
6056,1,21177
6057,7,21178
6058,7,21179
6059,7,21180
6060,7,21181
6061,7,21182
6062,7,21183
6063,7,21184
6064,1,21185
6065,1,21186
6066,1,21187
6067,1,21188
6068,7,21189
6069,7,21190
6070,1,21191
6071,7,21192
6072,7,21193
6073,7,21194
6074,1,21195
6075,1,21196
6076,1,21197
6077,1,21198
6078,1,21199
6079,1,21200
6080,2,21201
6081,2,21202
6082,2,21203
6083,2,21204
6084,2,21205
6085,2,21206
6086,1,21207
6087,1,21208
6088,1,21209
6089,1,21210
6090,1,21211
6091,1,21212
6092,1,21213
6093,2,21214
6094,2,21215
6095,2,21216
6096,2,21217
6097,2,21218
6098,2,21219
6099,2,21220
6100,2,21221
6101,7,21222
6102,7,21223
6103,1,21224
6104,1,21225
6105,1,21226
6106,1,21227
6107,1,21228
6108,1,21229
6109,1,21230
6110,1,21231
6111,1,21232
6112,1,21233
6113,1,21234
6114,1,21235
6115,1,21236
6116,1,21237
6117,1,21238
6118,1,21239
6119,1,21240
6120,2,21241
6121,2,21242
6122,2,21243
6123,2,21244
6124,2,21245
6125,2,21246
6126,2,21247
6127,2,21248
6128,2,21249
6129,2,21250
6130,2,21251
6131,2,21252
6132,2,21253
6133,2,21254
6134,2,21255
6135,2,21256
6136,2,21257
6137,2,21258
6138,2,21259
6139,2,21260
6140,2,21261
6141,2,21262
6142,2,21263
6143,7,21264
6144,7,21265
6145,2,21266
6146,2,21267
6147,2,21268
6148,2,21269
6149,2,21270
6150,2,21271
6151,2,21272
6152,2,21273
6153,2,21274
6154,2,21275
6155,2,21276
6156,2,21277
6157,2,21278
6158,2,21279
6159,2,21280
6160,2,21281
6161,2,21282
6162,2,21283
6163,1,21284
6164,1,21285
6165,1,21286
6166,1,21287
6167,1,21288
6168,2,21289
6169,2,21290
6170,1,21291
6171,1,21292
6172,1,21293
6173,1,21294
6174,1,21295
6175,1,21296
6176,1,21297
6177,5,21298
6178,2,21299
6179,2,21300
6180,5,21301
6181,5,21302
6182,2,21303
6183,2,21304
6184,2,21305
6185,2,21306
6186,2,21307
6187,2,21308
6188,2,21309
6189,2,21310
6190,2,21311
6191,2,21312
6192,2,21313
6193,2,21314
6194,2,21315
6195,2,21316
6196,2,21317
6197,2,21318
6198,2,21319
6199,2,21320
6200,2,21321
6201,2,21322
6202,2,21323
6203,2,21324
6204,2,21325
6205,2,21326
6206,2,21327
6207,2,21328
6208,2,21329
6209,2,21330
6210,2,21331
6211,2,21332
6212,2,21333
6213,2,21334
6214,2,21335
6215,2,21336
6216,2,21337
6217,1,21338
6218,2,21339
6219,2,21340
6220,2,21341
6221,2,21342
6222,2,21343
6223,2,21344
6224,2,21345
6225,2,21346
6226,2,21347
6227,2,21348
6228,2,21349
6229,2,21350
6230,2,21351
6231,2,21352
6232,2,21353
6233,2,21354
6234,2,21355
6235,2,21356
6236,2,21357
6237,2,21358
6238,2,21359
6239,2,21360
6240,2,21361
6241,2,21362
6242,2,21363
6243,2,21364
6244,2,21365
6245,2,21366
6246,2,21367
6247,7,21368
6248,7,21369
6249,7,21370
6250,7,21371
6251,7,21372
6252,7,21373
6253,7,21374
6254,7,21375
6255,7,21376
6256,7,21377
6257,1,21378
6258,7,21379
6259,7,21380
6260,7,21381
6261,7,21382
6262,7,21383
6263,7,21384
6264,7,21385
6265,2,21386
6266,2,21387
6267,7,21388
6268,7,21389
6269,1,21390
6270,7,21391
6271,7,21392
6272,7,21393
6273,7,21394
6274,1,21395
6275,1,21396
6276,1,21397
6277,1,21398
6278,1,21399
6279,1,21400
6280,1,21401
6281,1,21402
6282,1,21403
6283,2,21404
6284,2,21405
6285,2,21406
6286,2,21407
6287,1,21408
6288,1,21409
6289,1,21410
6290,1,21411
6291,1,21412
6292,1,21413
6293,1,21414
6294,1,21415
6295,2,21416
6296,2,21417
6297,2,21418
6298,2,21419
6299,2,21420
6300,2,21421
6301,2,21422
6302,2,21423
6303,7,21424
6304,1,21425
6305,1,21426
6306,1,21427
6307,1,21428
6308,1,21429
6309,1,21430
6310,1,21431
6311,1,21432
6312,1,21433
6313,1,21434
6314,1,21435
6315,1,21436
6316,1,21437
6317,1,21438
6318,1,21439
6319,1,21440
6320,1,21441
6321,2,21442
6322,2,21443
6323,2,21444
6324,2,21445
6325,2,21446
6326,2,21447
6327,2,21448
6328,2,21449
6329,2,21450
6330,2,21451
6331,2,21452
6332,2,21453
6333,2,21454
6334,2,21455
6335,2,21456
6336,2,21457
6337,2,21458
6338,2,21459
6339,2,21460
6340,2,21461
6341,2,21462
6342,2,21463
6343,2,21464
6344,7,21465
6345,7,21466
6346,2,21467
6347,2,21468
6348,2,21469
6349,2,21470
6350,2,21471
6351,2,21472
6352,2,21473
6353,1,21474
6354,1,21475
6355,2,21476
6356,2,21477
6357,2,21478
6358,2,21479
6359,2,21480
6360,2,21481
6361,2,21482
6362,2,21483
6363,2,21484
6364,1,21485
6365,1,21486
6366,1,21487
6367,1,21488
6368,1,21489
6369,1,21490
6370,2,21491
6371,2,21492
6372,1,21493
6373,1,21494
6374,1,21495
6375,1,21496
6376,1,21497
6377,1,21498
6378,2,21499
6379,2,21500
6380,2,21501
6381,5,21502
6382,5,21503
6383,2,21504
6384,2,21505
6385,2,21506
6386,2,21507
6387,2,21508
6388,2,21509
6389,2,21510
6390,2,21511
6391,2,21512
6392,2,21513
6393,2,21514
6394,2,21515
6395,2,21516
6396,2,21517
6397,2,21518
6398,2,21519
6399,2,21520
6400,2,21521
6401,2,21522
6402,2,21523
6403,2,21524
6404,2,21525
6405,2,21526
6406,2,21527
6407,2,21528
6408,2,21529
6409,2,21530
6410,2,21531
6411,2,21532
6412,2,21533
6413,2,21534
6414,2,21535
6415,2,21536
6416,2,21537
6417,2,21538
6418,1,21539
6419,2,21540
6420,2,21541
6421,2,21542
6422,2,21543
6423,2,21544
6424,2,21545
6425,2,21546
6426,2,21547
6427,2,21548
6428,2,21549
6429,2,21550
6430,2,21551
6431,2,21552
6432,2,21553
6433,2,21554
6434,2,21555
6435,2,21556
6436,2,21557
6437,2,21558
6438,2,21559
6439,2,21560
6440,2,21561
6441,2,21562
6442,2,21563
6443,2,21564
6444,2,21565
6445,2,21566
6446,2,21567
6447,2,21568
6448,7,21569
6449,7,21570
6450,7,21571
6451,7,21572
6452,7,21573
6453,7,21574
6454,7,21575
6455,7,21576
6456,7,21577
6457,7,21578
6458,5,21579
6459,7,21580
6460,7,21581
6461,7,21582
6462,7,21583
6463,7,21584
6464,7,21585
6465,7,21586
6466,7,21587
6467,7,21588
6468,7,21589
6469,2,21590
6470,2,21591
6471,7,21592
6472,7,21593
6473,7,21594
6474,7,21595
6475,7,21596
6476,7,21597
6477,1,21598
6478,1,21599
6479,1,21600
6480,1,21601
6481,1,21602
6482,1,21603
6483,1,21604
6484,1,21605
6485,1,21606
6486,1,21607
6487,2,21608
6488,2,21609
6489,1,21610
6490,1,21611
6491,1,21612
6492,1,21613
6493,1,21614
6494,1,21615
6495,1,21616
6496,1,21617
6497,1,21618
6498,1,21619
6499,1,21620
6500,1,21621
6501,1,21622
6502,2,21623
6503,2,21624
6504,2,21625
6505,7,21626
6506,2,21627
6507,7,21628
6508,7,21629
6509,7,21630
6510,1,21631
6511,1,21632
6512,1,21633
6513,1,21634
6514,1,21635
6515,1,21636
6516,1,21637
6517,1,21638
6518,1,21639
6519,1,21640
6520,1,21641
6521,1,21642
6522,1,21643
6523,1,21644
6524,1,21645
6525,1,21646
6526,1,21647
6527,2,21648
6528,2,21649
6529,2,21650
6530,2,21651
6531,2,21652
6532,2,21653
6533,2,21654
6534,2,21655
6535,2,21656
6536,2,21657
6537,2,21658
6538,2,21659
6539,2,21660
6540,2,21661
6541,2,21662
6542,2,21663
6543,2,21664
6544,2,21665
6545,2,21666
6546,2,21667
6547,2,21668
6548,2,21669
6549,2,21670
6550,2,21671
6551,2,21672
6552,7,21673
6553,7,21674
6554,2,21675
6555,2,21676
6556,2,21677
6557,2,21678
6558,2,21679
6559,7,21680
6560,1,21681
6561,1,21682
6562,1,21683
6563,2,21684
6564,2,21685
6565,2,21686
6566,2,21687
6567,1,21688
6568,2,21689
6569,2,21690
6570,2,21691
6571,2,21692
6572,1,21693
6573,1,21694
6574,1,21695
6575,1,21696
6576,1,21697
6577,2,21698
6578,2,21699
6579,2,21700
6580,1,21701
6581,1,21702
6582,1,21703
6583,1,21704
6584,2,21705
6585,2,21706
6586,2,21707
6587,5,21708
6588,5,21709
6589,2,21710
6590,2,21711
6591,5,21712
6592,2,21713
6593,2,21714
6594,2,21715
6595,2,21716
6596,2,21717
6597,2,21718
6598,5,21719
6599,5,21720
6600,2,21721
6601,2,21722
6602,2,21723
6603,2,21724
6604,3,21725
6605,2,21726
6606,3,21727
6607,2,21728
6608,2,21729
6609,2,21730
6610,2,21731
6611,2,21732
6612,2,21733
6613,2,21734
6614,2,21735
6615,2,21736
6616,2,21737
6617,2,21738
6618,2,21739
6619,2,21740
6620,2,21741
6621,2,21742
6622,2,21743
6623,5,21744
6624,5,21745
6625,5,21746
6626,5,21747
6627,1,21748
6628,1,21749
6629,2,21750
6630,2,21751
6631,2,21752
6632,2,21753
6633,2,21754
6634,2,21755
6635,2,21756
6636,2,21757
6637,2,21758
6638,2,21759
6639,2,21760
6640,2,21761
6641,2,21762
6642,1,21763
6643,2,21764
6644,2,21765
6645,2,21766
6646,2,21767
6647,2,21768
6648,2,21769
6649,2,21770
6650,2,21771
6651,5,21772
6652,5,21773
6653,7,21774
6654,7,21775
6655,7,21776
6656,7,21777
6657,7,21778
6658,7,21779
6659,7,21780
6660,7,21781
6661,7,21782
6662,7,21783
6663,5,21784
6664,5,21785
6665,5,21786
6666,7,21787
6667,7,21788
6668,1,21789
6669,7,21790
6670,7,21791
6671,7,21792
6672,7,21793
6673,7,21794
6674,7,21795
6675,7,21796
6676,2,21797
6677,2,21798
6678,7,21799
6679,7,21800
6680,7,21801
6681,7,21802
6682,1,21803
6683,1,21804
6684,1,21805
6685,1,21806
6686,1,21807
6687,1,21808
6688,1,21809
6689,1,21810
6690,1,21811
6691,1,21812
6692,1,21813
6693,1,21814
6694,1,21815
6695,1,21816
6696,1,21817
6697,1,21818
6698,1,21819
6699,1,21820
6700,1,21821
6701,1,21822
6702,1,21823
6703,1,21824
6704,1,21825
6705,1,21826
6706,1,21827
6707,1,21828
6708,1,21829
6709,1,21830
6710,1,21831
6711,1,21832
6712,7,21833
6713,7,21834
6714,7,21835
6715,7,21836
6716,7,21837
6717,7,21838
6718,1,21839
6719,1,21840
6720,1,21841
6721,1,21842
6722,1,21843
6723,1,21844
6724,1,21845
6725,1,21846
6726,1,21847
6727,1,21848
6728,1,21849
6729,1,21850
6730,1,21851
6731,1,21852
6732,1,21853
6733,1,21854
6734,1,21855
6735,2,21856
6736,2,21857
6737,2,21858
6738,2,21859
6739,2,21860
6740,2,21861
6741,2,21862
6742,2,21863
6743,2,21864
6744,2,21865
6745,2,21866
6746,2,21867
6747,2,21868
6748,2,21869
6749,2,21870
6750,2,21871
6751,2,21872
6752,2,21873
6753,2,21874
6754,2,21875
6755,2,21876
6756,2,21877
6757,7,21878
6758,7,21879
6759,7,21880
6760,7,21881
6761,2,21882
6762,2,21883
6763,2,21884
6764,2,21885
6765,2,21886
6766,1,21887
6767,7,21888
6768,1,21889
6769,1,21890
6770,1,21891
6771,2,21892
6772,2,21893
6773,2,21894
6774,2,21895
6775,1,21896
6776,2,21897
6777,2,21898
6778,2,21899
6779,2,21900
6780,1,21901
6781,1,21902
6782,1,21903
6783,1,21904
6784,1,21905
6785,1,21906
6786,2,21907
6787,2,21908
6788,1,21909
6789,1,21910
6790,2,21911
6791,2,21912
6792,2,21913
6793,5,21914
6794,5,21915
6795,2,21916
6796,2,21917
6797,5,21918
6798,2,21919
6799,2,21920
6800,2,21921
6801,2,21922
6802,2,21923
6803,5,21924
6804,2,21925
6805,2,21926
6806,2,21927
6807,5,21928
6808,5,21929
6809,5,21930
6810,2,21931
6811,2,21932
6812,2,21933
6813,3,21934
6814,2,21935
6815,2,21936
6816,2,21937
6817,2,21938
6818,2,21939
6819,2,21940
6820,2,21941
6821,2,21942
6822,2,21943
6823,2,21944
6824,2,21945
6825,2,21946
6826,2,21947
6827,5,21948
6828,5,21949
6829,5,21950
6830,5,21951
6831,5,21952
6832,5,21953
6833,1,21954
6834,5,21955
6835,2,21956
6836,2,21957
6837,2,21958
6838,2,21959
6839,2,21960
6840,2,21961
6841,2,21962
6842,2,21963
6843,2,21964
6844,2,21965
6845,2,21966
6846,2,21967
6847,1,21968
6848,2,21969
6849,2,21970
6850,2,21971
6851,2,21972
6852,2,21973
6853,2,21974
6854,2,21975
6855,2,21976
6856,5,21977
6857,5,21978
6858,7,21979
6859,7,21980
6860,7,21981
6861,7,21982
6862,5,21983
6863,5,21984
6864,2,21985
6865,7,21986
6866,2,21987
6867,5,21988
6868,5,21989
6869,5,21990
6870,5,21991
6871,1,21992
6872,1,21993
6873,7,21994
6874,7,21995
6875,7,21996
6876,7,21997
6877,7,21998
6878,7,21999
6879,7,22000
6880,2,22001
6881,2,22002
6882,2,22003
6883,7,22004
6884,1,22005
6885,1,22006
6886,7,22007
6887,1,22008
6888,1,22009
6889,1,22010
6890,1,22011
6891,1,22012
6892,1,22013
6893,1,22014
6894,1,22015
6895,1,22016
6896,1,22017
6897,1,22018
6898,1,22019
6899,1,22020
6900,1,22021
6901,1,22022
6902,1,22023
6903,1,22024
6904,1,22025
6905,1,22026
6906,1,22027
6907,1,22028
6908,1,22029
6909,1,22030
6910,1,22031
6911,1,22032
6912,1,22033
6913,1,22034
6914,1,22035
6915,7,22036
6916,7,22037
6917,7,22038
6918,7,22039
6919,1,22040
6920,1,22041
6921,1,22042
6922,1,22043
6923,1,22044
6924,1,22045
6925,1,22046
6926,1,22047
6927,1,22048
6928,1,22049
6929,1,22050
6930,1,22051
6931,1,22052
6932,1,22053
6933,1,22054
6934,1,22055
6935,1,22056
6936,2,22057
6937,2,22058
6938,2,22059
6939,2,22060
6940,2,22061
6941,2,22062
6942,2,22063
6943,2,22064
6944,2,22065
6945,2,22066
6946,2,22067
6947,2,22068
6948,2,22069
6949,2,22070
6950,2,22071
6951,2,22072
6952,2,22073
6953,2,22074
6954,2,22075
6955,2,22076
6956,2,22077
6957,2,22078
6958,7,22079
6959,7,22080
6960,7,22081
6961,7,22082
6962,2,22083
6963,2,22084
6964,2,22085
6965,2,22086
6966,2,22087
6967,2,22088
6968,1,22089
6969,1,22090
6970,1,22091
6971,1,22092
6972,2,22093
6973,2,22094
6974,2,22095
6975,2,22096
6976,1,22097
6977,1,22098
6978,2,22099
6979,2,22100
6980,2,22101
6981,1,22102
6982,1,22103
6983,1,22104
6984,1,22105
6985,1,22106
6986,1,22107
6987,1,22108
6988,2,22109
6989,2,22110
6990,2,22111
6991,2,22112
6992,2,22113
6993,5,22114
6994,5,22115
6995,2,22116
6996,2,22117
6997,5,22118
6998,5,22119
6999,2,22120
7000,2,22121
7001,2,22122
7002,2,22123
7003,2,22124
7004,2,22125
7005,2,22126
7006,5,22127
7007,5,22128
7008,5,22129
7009,5,22130
7010,5,22131
7011,2,22132
7012,2,22133
7013,3,22134
7014,3,22135
7015,2,22136
7016,2,22137
7017,2,22138
7018,2,22139
7019,2,22140
7020,2,22141
7021,2,22142
7022,2,22143
7023,2,22144
7024,2,22145
7025,2,22146
7026,2,22147
7027,2,22148
7028,5,22149
7029,5,22150
7030,5,22151
7031,5,22152
7032,2,22153
7033,2,22154
7034,2,22155
7035,2,22156
7036,2,22157
7037,2,22158
7038,2,22159
7039,2,22160
7040,2,22161
7041,2,22162
7042,2,22163
7043,2,22164
7044,2,22165
7045,2,22166
7046,2,22167
7047,2,22168
7048,5,22169
7049,5,22170
7050,5,22171
7051,5,22172
7052,2,22173
7053,2,22174
7054,2,22175
7055,2,22176
7056,2,22177
7057,2,22178
7058,7,22179
7059,7,22180
7060,7,22181
7061,7,22182
7062,7,22183
7063,5,22184
7064,5,22185
7065,5,22186
7066,2,22187
7067,2,22188
7068,2,22189
7069,2,22190
7070,5,22191
7071,5,22192
7072,1,22193
7073,1,22194
7074,1,22195
7075,1,22196
7076,7,22197
7077,7,22198
7078,1,22199
7079,1,22200
7080,1,22201
7081,1,22202
7082,7,22203
7083,7,22204
7084,2,22205
7085,7,22206
7086,7,22207
7087,7,22208
7088,1,22209
7089,1,22210
7090,1,22211
7091,1,22212
7092,1,22213
7093,1,22214
7094,1,22215
7095,1,22216
7096,1,22217
7097,1,22218
7098,1,22219
7099,1,22220
7100,1,22221
7101,1,22222
7102,1,22223
7103,1,22224
7104,1,22225
7105,1,22226
7106,1,22227
7107,2,22228
7108,2,22229
7109,2,22230
7110,1,22231
7111,1,22232
7112,1,22233
7113,1,22234
7114,1,22235
7115,1,22236
7116,1,22237
7117,1,22238
7118,7,22239
7119,7,22240
7120,7,22241
7121,1,22242
7122,1,22243
7123,1,22244
7124,1,22245
7125,1,22246
7126,1,22247
7127,1,22248
7128,1,22249
7129,1,22250
7130,1,22251
7131,1,22252
7132,1,22253
7133,1,22254
7134,1,22255
7135,1,22256
7136,1,22257
7137,1,22258
7138,1,22259
7139,1,22260
7140,1,22261
7141,2,22262
7142,2,22263
7143,2,22264
7144,2,22265
7145,2,22266
7146,2,22267
7147,2,22268
7148,2,22269
7149,2,22270
7150,2,22271
7151,2,22272
7152,2,22273
7153,2,22274
7154,2,22275
7155,2,22276
7156,2,22277
7157,2,22278
7158,2,22279
7159,2,22280
7160,2,22281
7161,7,22282
7162,7,22283
7163,7,22284
7164,7,22285
7165,2,22286
7166,2,22287
7167,2,22288
7168,2,22289
7169,2,22290
7170,2,22291
7171,2,22292
7172,2,22293
7173,1,22294
7174,1,22295
7175,2,22296
7176,2,22297
7177,2,22298
7178,2,22299
7179,1,22300
7180,1,22301
7181,2,22302
7182,2,22303
7183,2,22304
7184,1,22305
7185,1,22306
7186,1,22307
7187,1,22308
7188,1,22309
7189,5,22310
7190,2,22311
7191,2,22312
7192,5,22313
7193,5,22314
7194,2,22315
7195,2,22316
7196,5,22317
7197,5,22318
7198,5,22319
7199,2,22320
7200,2,22321
7201,2,22322
7202,2,22323
7203,2,22324
7204,2,22325
7205,2,22326
7206,2,22327
7207,5,22328
7208,5,22329
7209,5,22330
7210,2,22331
7211,2,22332
7212,2,22333
7213,3,22334
7214,3,22335
7215,2,22336
7216,2,22337
7217,2,22338
7218,2,22339
7219,2,22340
7220,2,22341
7221,2,22342
7222,2,22343
7223,2,22344
7224,2,22345
7225,2,22346
7226,5,22347
7227,5,22348
7228,5,22349
7229,5,22350
7230,5,22351
7231,2,22352
7232,2,22353
7233,2,22354
7234,2,22355
7235,2,22356
7236,2,22357
7237,2,22358
7238,2,22359
7239,2,22360
7240,2,22361
7241,2,22362
7242,2,22363
7243,2,22364
7244,2,22365
7245,2,22366
7246,2,22367
7247,2,22368
7248,5,22369
7249,5,22370
7250,5,22371
7251,2,22372
7252,2,22373
7253,2,22374
7254,2,22375
7255,2,22376
7256,7,22377
7257,7,22378
7258,7,22379
7259,7,22380
7260,7,22381
7261,5,22382
7262,5,22383
7263,5,22384
7264,5,22385
7265,5,22386
7266,5,22387
7267,2,22388
7268,2,22389
7269,2,22390
7270,5,22391
7271,5,22392
7272,1,22393
7273,1,22394
7274,1,22395
7275,1,22396
7276,7,22397
7277,1,22398
7278,1,22399
7279,1,22400
7280,1,22401
7281,7,22402
7282,7,22403
7283,7,22404
7284,1,22405
7285,7,22406
7286,7,22407
7287,7,22408
7288,1,22409
7289,1,22410
7290,1,22411
7291,1,22412
7292,1,22413
7293,1,22414
7294,1,22415
7295,1,22416
7296,1,22417
